hud_amp,tds,cons_tds,development_edp,operating_edp,hud,dev_name,program,method,type,section_8_transition_units,current_units,total_number_units,number_rental_rooms,avg._no._r/r_per_unit,population_-_section_8_transition,population_-_public_housing,total_population,families_on_fixed_income,%_families_on_fixed_income,residential_buildings,non-residential_buildings,stairhalls,stories,total_area_-_sq._ft.,acres,net_dev._area_-_sq._ft.,(excluding_park)_acres,bldg._coverage_-_sq._ft.,cubage_-_cu._ft.,bldg/land_coverage_-__%,density_(population/acre),development_cost,cost_per_rental_room_(as_built),avg._monthly_gross_rent,location,borough,community_district,us_congressional_district,new_york_state_senate_district,new_york_state_assembly_district,new_york_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management
NY005013090,309,309,341,341,NY005266,FORT WASHINGTON AVENUE REHAB,FEDERAL,TURNKEY,REHAB (ELD),,226,226,814.0,3.60,0,275,275,205,90.7%,1,0,2,7,"112,034",2.57,"112,034",3,"43,735","3,690,779",39.04%,107,"$16,237,236","$19,862",$318,RIVERSIDE DR W 163RD ST FT WASHINGTON AVE W 165TH ST,MANHATTAN,12,13,31,71,7,10/1/1985,,EXCLUSIVELY,YES,
NY005001360,136,136,252,252,NY005053,FULTON,FEDERAL,CONVENTIONAL,NEW CONST,,944,944,"4,223.0",4.47,0,"2,107","2,107",394,42.0%,11,1,11,6-25,"214,139",4.92,"214,139",5,"70,645","8,097,991",25.88%,428,"$20,727,847","$4,866",$670,W 16TH ST W 19TH ST NINTH AVE,MANHATTAN,4,10,27,75,3,3/31/1965,,,,
NY005011000,100,100,237,237,NY005032,GOMPERS,FEDERAL,CONVENTIONAL,NEW CONST,,473,474,"2,198.5",4.65,0,"1,058","1,058",215,45.7%,2,2,4,20,"161,016",3.7,"161,016",4,"24,555","4,083,496",15.25%,286,"$9,322,807","$4,240",$580,DELANCY ST PITT ST STANTON ST,MANHATTAN,3,7,26,74,2,4/30/1964,,,,
NY005010300,281,030,507,503,NY005210,GRAMPION,FEDERAL,CONVENTIONAL,REHAB,,33,35,148.5,4.50,0,68,68,5,15.6%,1,0,1,7,"7,144",0.16,"7,144",0,"5,000","377,500",69.99%,425,"$817,621","$5,094",$613,W 119TH ST SAINT NICHOLAS AVE,MANHATTAN,10,13,30,70,9,5/17/1977,,,YES,
NY005000870,087,087,232,232,NY005030,GRANT,FEDERAL,CONVENTIONAL,NEW CONST,,"1,938","1,940","9,129.0",4.71,0,"4,292","4,292",739,38.5%,9,1,9,13-21,"655,681",15.05,"655,681",15,"101,477","16,701,596",15.48%,285,"$28,783,425","$3,150",$579,W 125TH ST MORNINGSIDE AVE W 123RD ST BROADWAY,MANHATTAN,9,13,30,69,7,10/31/1957,,,,
NY005010220,262,022,377,377,NY005168,HARBORVIEW TERRACE,FEDERAL,TURNKEY,NEW CONST,,377,377,"1,493.5",3.96,0,649,649,241,65.1%,2,0,2,14-15,"120,497",2.77,"120,497",3,"22,666","3,139,759",18.81%,234,"$16,721,224","$10,911",$528,W 54TH ST W 56TH ST TENTH AVE ELEVENTH AVE,MANHATTAN,4,10,"27, 31",67,6,6/30/1977,,PARTIALLY (1 BUILDING),,
NY005010030,003,003,201,201,NY005042,HARLEM RIVER,FEDERAL,CONVENTIONAL,NEW CONST,,574,577,"2,231.0",3.89,0,"1,077","1,077",193,34.2%,7,0,47,4-5,"322,075",7.39,"313,137",7,"103,777","5,237,933",32.22%,146,"$4,147,782","$2,103",$536,MACOMBS PL HARLEM RIVER DR W 151ST ST W 153RD ST,MANHATTAN,10,13,30,71,9,10/1/1937,,,,
NY005010030,147,003,256,201,NY005051,HARLEM RIVER II,FEDERAL,CONVENTIONAL,NEW CONST,,116,116,515.0,4.44,0,285,285,39,33.6%,1,0,1,15,"28,815",0.66,"28,815",1,"7,281","981,227",25.27%,432,"$2,605,601","$5,059",$624,DOUGLASS BLVD W 152ND ST MACOMBS PL W 151ST ST,MANHATTAN,10,13,30,71,9,10/31/1965,,,,
NY005011000,184,100,286,237,NY005085,HERNANDEZ,FEDERAL,CONVENTIONAL,NEW CONST,,149,149,601.5,4.04,0,259,259,82,55.0%,1,0,1,17,"44,689",1.03,"44,689",1,"13,167","1,293,680",29.46%,251,"$3,731,491","$6,077",$534,ALLEN ST STANTON ST ELDRIDGE ST E HOUSTON ST,MANHATTAN,3,7,26,65,1,8/31/1971,,,,
NY005011390,159,139,277,253,NY005069,HOLMES TOWERS,FEDERAL,CONVENTIONAL,NEW CONST,,537,537,"2,074.5",3.86,0,942,942,256,48.0%,2,0,2,25,"122,341",2.81,"122,341",3,"19,872","3,893,920",16.24%,335,"$10,435,545","$4,952",$524,FIRST AVE ISAACS HOUSES FDR DRIVE E 92ND ST,MANHATTAN,8,12,28,68,5,4/30/1969,,,,
NY005011390,139,139,253,253,NY005057,ISAACS,FEDERAL,CONVENTIONAL,NEW CONST,,635,636,"2,641.5",4.16,0,"1,228","1,228",288,45.5%,3,1,3,24,"152,173",3.49,"152,173",3,"32,645","4,857,894",21.45%,352,"$13,251,410","$5,009",$566,E 93RD ST FIRST AVE FDR DRIVE,MANHATTAN,8,12,29,68,5,7/31/1965,,,,
NY005010640,064,064,219,219,NY005016,JEFFERSON,FEDERAL,CONVENTIONAL,NEW CONST,,"1,485","1,493","6,938.5",4.67,0,"3,182","3,182",577,39.8%,18,1,34,7-13-14,"757,179",17.38,"757,179",17,"149,778","13,032,612",19.78%,183,"$26,894,981","$3,854",$580,E 112TH ST THIRD AVE E 115TH ST FIRST AVE,MANHATTAN,11,13,30,68,8,8/28/1959,,,,
NY005000170,017,017,516,516,NY005213H,JOHNSON,FEDERAL,CONVENTIONAL,NEW CONST,,"1,295","1,310","6,115.5",4.72,0,"3,076","3,076",498,38.8%,10,0,17,14,"517,632",11.88,"456,630",10,"97,804","10,582,024",18.89%,259,"$14,348,000","$2,337",$578,E 112TH ST E 115TH ST THIRD AVE PARK AVE,MANHATTAN,11,13,30,68,8,12/27/1948,1977/07/01-ATP 1,,,
NY005010300,030,030,518,518,NY005213J,KING TOWERS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,375","1,379","6,335.5",4.61,0,"2,956","2,956",521,38.4%,10,0,10,13-14,"599,120",13.75,"555,560",13,"98,822","11,745,000",16.49%,215,"$19,859,000","$3,135",$573,W 112TH ST LENOX AVE W 115TH ST FIFTH AVE,MANHATTAN,10,13,30,68,9,11/1/1954,1977/07/01-ATP 1,,,
NY005010760,076,076,221,221,NY005021,LA GUARDIA,FEDERAL,CONVENTIONAL,NEW CONST,,"1,092","1,094","5,102.0",4.67,0,"2,419","2,419",486,44.7%,9,0,9,16,"469,672",10.78,"415,455",10,"63,621","8,909,852",13.55%,224,"$17,157,591","$3,356",$597,RUTGERS ST MADISON ST MONTGOMERY ST CHERRY ST,MANHATTAN,3,7,26,65,1,8/8/1957,,,,
NY005010760,152,076,262,221,NY005061,LA GUARDIA ADDITION,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,149,150,491.5,3.30,0,191,191,139,93.9%,1,0,1,16,"26,052",0.6,"26,052",1,"5,618","914,382",21.56%,318,"$2,876,132","$5,645",$319,CHERRY ST MADISON ST RUTGERS ST MONTGOMERY ST,MANHATTAN,3,7,26,65,1,8/31/1965,,EXCLUSIVELY,,
NY005001010,101,101,238,238,NY005033,LEHMAN VILLAGE,FEDERAL,CONVENTIONAL,NEW CONST,,617,622,"2,893.5",4.69,0,"1,436","1,436",234,38.1%,4,1,4,20,"177,426",4.07,"177,426",4,"28,904","5,367,611",16.29%,353,"$11,549,370","$3,959",$599,MADISON AVE PARK AVE E 106TH ST E 110TH ST,MANHATTAN,11,13,30,68,8,11/30/1963,,,,
NY005010620,050,062,374,217,NY005183C,LEXINGTON,FEDERAL,CONVENTIONAL,NEW CONST,,448,448,"1,901.0",4.24,0,823,823,205,46.7%,4,0,4,14,"151,467",3.48,"151,467",3,"35,222","3,879,000",23.25%,236,"$4,780,152","$2,515",$574,E 98TH ST THIRD AVE E 99TH ST PARK AVE,MANHATTAN,11,13,30,68,5,3/16/1951,1972/06/29-FED TRAN,,,
NY005000200,020,020,513,513,NY005213E,LINCOLN,FEDERAL,CONVENTIONAL,NEW CONST,,"1,280","1,286","6,101.0",4.77,0,"2,917","2,917",450,35.5%,14,0,20,6-14,"551,740",12.67,"508,561",12,"106,738","10,743,035",19.35%,230,"$14,324,000","$2,358",$561,E 132ND ST E 135TH ST FIFTH AVE PARK AVE,MANHATTAN,11,13,30,70,9,12/29/1948,1977/07/01-ATP 1,,,
NY005011000,326,100,784,784,NY005259,LOWER EAST SIDE I INFILL,FEDERAL,TURNKEY,NEW CONST,,189,189,777.5,4.11,0,362,362,105,55.6%,5,0,15,4-9,"86,078",1.98,"86,078",2,"37,227","1,657,278",43.25%,183,"$14,369,576","$18,482",$554,DELANCEY ST RIVINGTON ST FORSYTHE ST ELDRIDGE ST,MANHATTAN,3,7,26,65,1,6/1/1988,,PARTIALLY (1 BUILDING),YES,
NY005012920,337,337,783,555,NY005262,LOWER EAST SIDE II,FEDERAL,TURNKEY,NEW CONST,,188,188,848.0,4.51,0,422,422,79,42.7%,4,1,31,3,"167,568",3.85,"167,568",4,"59,808","1,622,292",35.69%,110,"$14,709,271","$17,346",$552,E 4TH & 5TH STS E 6TH ST AVENUES B & C AVENUE D,MANHATTAN,3,12,26,74,2,11/1/1988,,,YES,
NY005013590,364,359,548,840,NY005215,LOWER EAST SIDE III,FEDERAL,TURNKEY,NEW CONST,,56,56,280.0,5.00,0,171,171,11,19.6%,2,1,2,4,"42,733",0.98,"42,733",1,"22,801","596,573",53.36%,174,"$7,324,340","$26,158",$763,E 9TH ST AVENUE D E 8TH ST AVENUE C,MANHATTAN,3,12,27,74,2,4/30/1997,,,YES,YES
NY005012920,292,337,555,555,NY005233,LOWER EAST SIDE REHAB (GROUP 5),FEDERAL,TURNKEY,REHAB,,55,55,229.5,4.17,0,117,117,19,35.2%,2,0,2,6,"17,872",0.41,"17,872",0,"10,275","490,400",57.49%,285,"$4,322,735","$18,795",$698,AVENUE C E 6TH ST E 7TH ST,MANHATTAN,3,12,27,74,2,12/1/1986,,,YES,
NY005020810,081,081,429,429,NY005378,MANHATTANVILLE,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,204,"1,272","1,272","6,004.0",4.72,567,"2,368","2,935",508,40.7%,6,0,6,20,"538,367",12.36,"538,367",12,"83,754","11,967,873",15.56%,237,"$25,774,000","$4,306",$566,W 133RD ST BROADWAY AMSTERDAM AVE W 129TH ST,MANHATTAN,9,13,"30, 31",70,7,6/30/1961,,,,
NY005010810,296,081,557,558,NY005235,MANHATTANVILLE REHAB (GROUP 2),FEDERAL,CONVENTIONAL,REHAB,,46,46,187.0,4.07,0,85,85,22,47.8%,3,0,3,5-6,"11,843",0.27,"11,843",0,"8,099","434,570",68.39%,315,"$6,002,000","$32,096",$530,BROADWAY W 134TH ST AMSTERDAM AVE W 135TH ST,MANHATTAN,9,13,31,70,7,11/1/1988,,,YES,
NY005010810,297,081,558,558,NY005236,MANHATTANVILLE REHAB (GROUP 3),FEDERAL,CONVENTIONAL,REHAB,,51,51,220.5,4.32,0,112,112,17,34.7%,2,0,2,5-6,"13,988",0.32,"13,988",0,"9,930","547,624",70.99%,350,"$3,652,758","$16,603",$447,BROADWAY W 133RD ST AMSTERDAM AVE W 134TH ST,MANHATTAN,9,13,31,70,7,9/30/1983,,,YES,
NY005010030,344,003,754,754,NY005265,MARSHALL PLAZA,FEDERAL,TURNKEY,NEW CONST (ELD),,176,180,616.0,3.50,0,211,211,159,90.9%,1,0,1,13,"20,083",0.46,"20,083",0,"10,354","1,181,481",51.56%,459,"$12,233,985","$19,419",$301,BROADWAY W 158TH ST AMSTERDAM AVE W 157TH ST,MANHATTAN,12,13,31,71,7,6/30/1986,,EXCLUSIVELY,YES,
NY005011000,183,100,286,237,NY005085,MELTZER TOWER,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,229,231,686.5,3.00,0,251,251,204,89.9%,1,0,1,20,"50,180",1.15,"50,180",1,"6,910","1,316,253",13.77%,218,"$5,622,697","$7,487",$300,E 1ST ST FIRST AVE E 2ND ST AVENUE A,MANHATTAN,3,12,26,65,2,8/31/1971,,EXCLUSIVELY,,
NY005010090,181,112,284,284,NY005092,METRO NORTH PLAZA,FEDERAL,CONVENTIONAL,NEW CONST,,271,275,"1,301.5",4.80,0,628,628,114,42.2%,3,0,3,7-8-11,"99,827",2.29,"99,827",2,"34,752","2,668,090",34.81%,274,"$6,733,865","$5,105",$593,E 101ST ST FIRST AVE E 102ND ST SECOND AVE,MANHATTAN,11,13,29,68,8,8/31/1971,,,,
NY005012410,277,241,504,346,NY005200,MORRIS PARK SENIOR CITIZENS HOME,FEDERAL,CONVENTIONAL,REHAB (ELD),,97,97,296.5,3.06,0,104,104,81,85.3%,1,0,1,9,"10,000",0.23,"10,000",0,"6,491","561,310",64.91%,452,"$1,989,852","$6,337",$325,E 124TH ST MADISON AVE FIFTH AVE,MANHATTAN,11,13,30,68,9,4/30/1977,,EXCLUSIVELY,YES,
NY005012410,204,241,321,346,NY005127,"PARK AVENUE-EAST 122ND, 123RD STREETS",FEDERAL,TURNKEY,NEW CONST,,89,90,415.5,4.67,0,209,209,32,36.4%,2,1,2,6,"32,127",0.74,"32,127",1,"14,614","950,094",45.49%,282,"$2,101,938","$5,017",$554,E 122ND ST PARK AVE E 123RD ST LEXINGTON AVE,MANHATTAN,11,13,30,68,9,3/31/1970,,,,
NY005001490,149,149,260,260,NY005062,POLO GROUNDS TOWERS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,612","1,614","7,673.0",4.76,0,"3,922","3,922",572,36.0%,4,4,8,30,"659,780",15.15,"659,780",15,"83,689","14,904,498",12.68%,259,"$32,292,784","$4,190",$546,DOUGLASS BLVD W 155TH ST HARLEM RIVER DR,MANHATTAN,10,13,30,71,9,6/30/1968,,,,
NY005011110,340,111,774,774,NY005260,PUBLIC SCHOOL 139 (CONVERSION),FEDERAL,TURNKEY,REHAB (ELD),,125,125,423.5,3.39,0,137,137,108,89.3%,1,0,2,5,"64,945",1.49,"64,945",1,"26,325","2,943,660",40.53%,92,"$7,898,759","$18,348",$359,"W 139,140TH STS POWELL BLVD LENOX AVE",MANHATTAN,10,13,30,70,9,10/8/1986,,EXCLUSIVELY,YES,
NY005000370,037,037,317,317,NY005114E,RANGEL,FEDERAL,CONVENTIONAL,NEW CONST,,983,984,"4,519.5",4.60,0,"2,120","2,120",327,33.7%,8,0,9,14,"475,672",10.92,"475,672",11,"71,671","7,911,809",15.07%,194,"$10,613,000","$2,373",$588,HARLEM RIVER DR POLO GROUNDS TOWERS HARLEM RIVER DRIVEWAY,MANHATTAN,10,13,30,71,9,10/8/1951,1968/08/29-FED TRAN,,,
NY005013170,515,359,"255 - BLDGS 2-4, 299 - BLDG 1",255,"NY005076A - BLDG 3-4, NY005076B - BLDGS 2, NY005076C - BLDG 1",REHAB PROGRAM (DOUGLASS REHABS),FEDERAL,CONVENTIONAL,REHAB,,112,112,413.0,3.69,0,176,176,47,42.0%,4,0,9,3-6-7,"24,462",0.56,"24,462",1,"16,326","1,247,684",66.74%,314,,,$552,W 104TH ST BROADWAY W 101ST ST WEST END AVE,MANHATTAN,7,10,31,69,6,1/31/1964,,,,YES
NY005013170,516,359,"295 - BLDG 1, 293 - BLDGS 2,3 292 - BLDG 4",295,"NY005076G - BLDG 1, NY005076I - BLDGS 2,3,  NY005076J - BLDG 3",REHAB PROGRAM (TAFT REHABS),FEDERAL,CONVENTIONAL,REHAB,,156,156,602.0,3.86,0,276,276,46,30.5%,4,0,4,7,"27,171",0.62,"27,171",1,"22,914","1,809,773",84.33%,445,,,$549,SAINT NICHOLAS AVE W 119TH ST LENOX AVE W 112TH ST,MANHATTAN,10,13,30,70,9,1/31/1964,,,,YES
NY005011270,517,127,298,259,NY005076D,REHAB PROGRAM (WISE REHAB),FEDERAL,CONVENTIONAL,REHAB,,40,40,159.0,3.98,0,69,69,14,35.0%,1,0,1,5,"10,071",0.23,"10,071",0,"7,367","472,901",73.15%,300,,,$661,COLUMBUS AVE W 94TH ST CENTRAL PARK WEST W 93RD ST,MANHATTAN,7,10,30,69,6,1/31/1964,,,,
NY005010180,018,018,210,210,NY005008,RIIS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,189","1,191","5,657.5",4.76,0,"2,685","2,685",468,39.9%,13,0,18,6-13-14,"510,926",11.73,"510,926",12,"103,446","9,657,260",20.25%,229,"$13,510,289","$2,411",$610,FDR DR AVENUE D E 8TH ST E 13TH ST,MANHATTAN,3,7,27,74,2,1/17/1949,,,,
NY005010180,019,018,372,210,NY005181D,RIIS II,FEDERAL,CONVENTIONAL,NEW CONST,,577,578,"2,720.5",4.71,0,"1,259","1,259",243,42.4%,6,0,8,6-13-14,"258,562",5.94,"258,562",6,"43,916","4,497,120",16.98%,212,"$6,339,520","$2,344",$593,FDR DR AVENUE D EAST 6TH ST EAST 8TH ST,MANHATTAN,3,7,27,74,2,1/31/1949,1972/06/29-FED TRAN,,,
NY005011390,218,139,329,253,NY005151,ROBBINS PLAZA,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,150,150,470.0,3.13,0,163,163,137,91.3%,1,0,1,20,"12,553",0.29,"12,553",0,"6,773","974,866",53.96%,562,"$4,855,905","$9,568",$355,E 70TH ST FIRST AVE E 71ST ST SECOND AVE,MANHATTAN,8,12,28,76,5,2/28/1975,,EXCLUSIVELY,,
NY005012410,241,241,346,346,NY005173,ROBINSON,FEDERAL,TURNKEY,NEW CONST,,188,189,834.0,4.44,0,415,415,74,39.8%,1,0,2,8,"64,945",1.49,"64,945",1,"22,776","1,802,766",35.07%,279,"$5,990,000","$7,068",$502,E 128TH ST E 129TH ST LEXINGTON AVE PARK AVE,MANHATTAN,11,13,30,68,9,5/31/1973,,,,
NY005020990,099,099,439,439,NY005382,RUTGERS,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,102,721,721,"3,358.5",4.66,249,"1,328","1,577",345,47.9%,5,0,5,20,"227,341",5.22,"227,341",5,"39,355","5,936,573",17.31%,302,"$14,090,000","$4,277",$565,CHERRY ST PIKE ST MADISON ST RUTGERS ST,MANHATTAN,3,7,26,65,1,3/31/1965,,,,
NY005000380,038,038,211,211,NY005010,SAINT NICHOLAS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,523","1,526","7,099.5",4.66,0,"3,421","3,421",542,36.4%,13,0,14,14,"680,670",15.63,"625,559",14,"105,458","13,112,212",15.49%,219,"$20,560,063","$2,891",$559,W 127TH ST DOUGLASS BLVD POWELL BLVD W 131ST ST,MANHATTAN,10,13,30,70,9,9/30/1954,,,,
NY005023770,377,377,650,650,NY005375,SAMUEL (CITY),MIXED FINANCE/LLC1,CONVENTIONAL,REHAB,105,662,664,"2,815.0",4.25,240,"1,139","1,379",184,28.4%,40,2,40,5-6-7,"201,872",4.63,"201,872",5,"116,528","7,142,241",57.72%,298,$0,,$716,LENOX AVE W 139TH ST W 147TH ST AC POWELL BLVD,MANHATTAN,10,13,30,"70, 71",9,8/31/1994,,,YES,
NY005013170,389,359,847,847,NY005335,SAMUEL (MHOP) I,MHOP,CONVENTIONAL,REHAB,,31,53,138.5,4.47,0,49,49,10,35.7%,5,0,5,5,"13,819",0.32,"13,819",0,"11,274","607,774",81.58%,153,"$4,630,200","$19,661",$795,W 139TH ST AC POWELL BLVD W 141ST ST LENOX AVE,MANHATTAN,10,13,30,70,9,1/31/1994,,,YES,YES
NY005013170,398,359,871,871,NY005345,SAMUEL (MHOP) II,MHOP,CONVENTIONAL,REHAB,,4,10,20.0,5.00,0,12,12,1,25.0%,1,0,1,5,"3,098",0.07,"3,098",0,"2,326","114,675",75.08%,171,"$967,700","$20,160","$1,061",AC POWELL BLVD W 139TH ST LENOX AVE,MANHATTAN,10,13,30,70,9,7/31/1993,,,YES,YES
NY005013170,399,359,483,483,NY005359,SAMUEL (MHOP) III,MHOP,CONVENTIONAL,REHAB,,2,10,9.0,4.50,0,3,3,0,0.0%,1,0,1,5,"5,396",0.12,"5,396",0,"1,599","114,675",29.63%,25,"$887,005","$20,159",$823,AC POWELL BLVD W 142ND ST LENOX AVE,MANHATTAN,10,13,30,71,9,6/30/1995,,,YES,YES
NY005011000,192,100,312,312,NY005100,SEWARD PARK EXTENSION,FEDERAL,CONVENTIONAL,NEW CONST,,360,360,"1,591.0",4.42,0,796,796,145,41.0%,2,2,2,23,"90,637",2.08,"90,637",2,"23,922","3,370,430",26.39%,383,"$11,871,465","$7,394",$592,BROOME ST NORFOLK ST GRAND ST ESSEX ST,MANHATTAN,3,12,26,65,1,10/31/1973,,,,
NY005000270,027,027,531,531,NY005220B,SMITH,FEDERAL,CONVENTIONAL,NEW CONST,,"1,934","1,935","8,988.0",4.65,0,"4,072","4,072",939,49.0%,12,0,12,17,"947,493",21.75,"806,175",19,"126,462","15,937,490",13.35%,187,"$29,083,000","$3,270",$567,MADISON ST CATHERINE ST SOUTH ST SAINT JAMES PL,MANHATTAN,3,7,26,65,1,4/27/1953,1978/07/01-ATP 3,,,
NY005013590,559,359,841,840,NY005326,STANTON STREET,FEDERAL,TURNKEY,NEW CONST,,13,13,66.5,5.12,0,34,34,4,30.8%,1,0,1,6,"5,000",0.11,"5,000",0,"3,600",,72.00%,309,"$4,561,538","$68,595",$483,ATTORNEY ST STANTON ST RIDGE ST,MANHATTAN,3,12,26,65,1,12/1/2003,,,YES,YES
NY005011530,153,153,263,263,NY005063,STRAUS,FEDERAL,CONVENTIONAL,NEW CONST,,267,267,"1,162.5",4.35,0,541,541,131,49.8%,2,0,2,19-20,"46,018",1.06,"46,018",1,"12,476","2,133,126",27.11%,510,"$5,442,401","$4,674",$579,THIRD AVE E 28TH ST SECOND AVE E 27TH ST,MANHATTAN,6,12,28,74,2,1/31/1965,,,,
NY005010970,097,097,261,261,NY005064,TAFT,FEDERAL,CONVENTIONAL,NEW CONST,,"1,462","1,470","6,593.0",4.51,0,"3,031","3,031",565,39.3%,9,1,9,19,"537,645",12.34,"537,645",12,"105,527","13,161,342",19.63%,246,"$28,867,029","$4,367",$567,E 112TH ST E 115TH ST PARK AVE FIFTH AVE,MANHATTAN,11,13,30,68,"08, 09",12/31/1962,,,,
NY005011270,268,127,387,259,NY005192,THOMAS APARTMENTS,FEDERAL,TURNKEY,NEW CONST (ELD),,87,87,304.5,3.50,0,96,96,78,90.7%,1,0,1,11,"9,410",0.22,"9,410",0,"6,641","652,000",70.57%,436,"$11,188,636","$36,744",$387,W 90TH ST AMSTERDAM AVE W 91ST ST COLUMBUS AVE,MANHATTAN,7,10,30,69,6,8/31/1994,,EXCLUSIVELY,YES,
NY005010760,266,076,389,221,NY005194,TWO BRIDGES URA (SITE 7),FEDERAL,TURNKEY,NEW CONST,,250,250,"1,251.0",5.00,0,610,610,103,41.5%,1,0,1,26,"31,735",0.73,"31,735",1,"13,314","2,613,000",41.95%,836,"$10,508,730","$8,414",$631,CLINTON ST SOUTH ST CHERRY ST MONTGOMERY ST,MANHATTAN,3,7,26,65,1,4/30/1975,,,,
NY005012410,343,241,757,760,NY005254,UPACA (SITE 5),FEDERAL,TURNKEY,NEW CONST (ELD),,180,200,630.0,3.50,0,206,206,147,83.5%,1,0,1,11,"63,577",1.46,"63,577",1,"14,325","1,434,170",22.53%,141,"$13,369,245","$19,099",$330,E 121ST ST LEXINGTON AVE E 120TH ST PARK AVE,MANHATTAN,11,13,30,68,9,7/3/1986,,EXCLUSIVELY,YES,
NY005012410,355,241,760,760,NY005281,UPACA (SITE 6),FEDERAL,TURNKEY,NEW CONST (ELD),,150,150,525.0,3.50,0,178,178,129,87.8%,1,0,1,12,"45,362",1.04,"45,362",1,"10,330","1,041,895",22.77%,171,"$10,240,710","$19,506",$328,E 119TH ST PARK AVE E 122ND ST LEXINGTON AVE,MANHATTAN,11,13,30,68,9,11/30/1987,,EXCLUSIVELY,YES,
NY005010060,006,006,204,204,NY005003,VLADECK,FEDERAL,CONVENTIONAL,NEW CONST,,"1,527","1,531","6,248.5",4.09,0,"2,864","2,864",725,48.2%,20,0,46,6,"566,414",13,"519,124",12,"171,144","10,617,265",30.22%,220,"$7,994,564","$1,276",$535,HENRY ST WATER ST GOUVERNEUR ST JACKSON ST,MANHATTAN,3,7,26,65,2,11/25/1940,,,,
NY005010060,007,006,371,204,NY005181B,VLADECK II,FEDERAL,CONVENTIONAL,NEW CONST,,240,240,"1,080.0",4.50,0,537,537,95,40.1%,4,0,8,6,"96,933",2.23,"96,933",2,"28,827","1,766,160",29.74%,241,"$1,269,490","$1,175",$557,MADISON ST CHERRY ST JACKSON ST,MANHATTAN,3,7,26,65,2,10/25/1940,1972/06/29-FED TRAN,,,
NY005010740,074,074,224,224,NY005024,WAGNER,FEDERAL,CONVENTIONAL,NEW CONST,,"2,150","2,162","10,064.0",4.68,0,"4,702","4,702",878,41.4%,22,1,22,7-16,"1,172,233",26.91,"1,083,783",25,"150,639","16,837,094",12.85%,175,"$32,794,423","$3,238",$549,E 120TH ST SECOND AVE E 124TH ST FDR DRIVE,MANHATTAN,11,13,30,68,8,6/12/1958,,,,
NY005000230,023,023,511,511,NY005213C,WALD,FEDERAL,CONVENTIONAL,NEW CONST,,"1,860","1,861","8,763.0",4.71,0,"3,936","3,936",807,44.0%,16,2,16,11-14,"717,071",16.46,"694,013",16,"133,117","14,691,881",18.56%,239,"$22,094,000","$2,561",$555,FDR DRIVE AVENUE D E 6TH ST E HOUSTON ST,MANHATTAN,3,7,26,74,2,10/14/1949,1977/07/01-ATP 1,,,
NY005010620,062,062,217,217,NY005014,WASHINGTON,FEDERAL,CONVENTIONAL,NEW CONST,,"1,513","1,515","7,044.5",4.66,0,"3,355","3,355",589,39.6%,14,1,14,"2, 12-14","906,988",20.82,"822,228",19,"124,916","12,618,161",13.77%,161,"$23,677,092","$3,357",$595,E 104TH ST SECOND AVE E 97TH ST THIRD AVE,MANHATTAN,11,13,29,68,8,9/20/1957,,,,
NY005013090,293,309,563,341,NY005221,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),FEDERAL,CONVENTIONAL,REHAB,,214,216,909.0,4.25,0,405,405,103,48.4%,5,0,6,5-6,"57,544",1.32,"57,544",1,"40,754","2,421,442",70.82%,307,"$22,610,848","$24,631",$466,W 176TH ST AMSTERDAM AVE W 177TH ST AUDUBON AVE,MANHATTAN,12,13,31,72,10,5/1/1988,,,YES,
NY005013090,523,309,756,341,NY005284,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),FEDERAL,TURNKEY,REHAB,,87,88,386.5,4.44,0,176,176,31,35.6%,7,0,7,5,"25,086",0.58,"25,086",1,"18,156","1,113,273",72.38%,303,"$6,178,887","$15,823",$532,W 163RD ST W 164TH ST W 165TH ST AMSTERDAM AVE,MANHATTAN,12,13,31,"71, 72","07, 10",11/30/1987,,,YES,
NY005010030,329,003,382,754,NY005284,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),FEDERAL,TURNKEY,REHAB,,14,14,63.0,4.50,0,30,30,7,50.0%,1,0,1,5,"3,946",0.09,"3,946",0,"3,393","179,577",85.99%,333,"$996,698","$15,821",$617,W 156TH ST BROADWAY AMSTERDAM AVE,MANHATTAN,12,13,31,71,7,11/30/1987,,,YES,
NY005013090,330,309,788,341,NY005228,WASHINGTON HEIGHTS REHAB PHASE IV (C),FEDERAL,CONVENTIONAL,REHAB,,32,32,129.0,4.03,0,67,67,18,56.3%,2,0,2,5,"8,593",0.2,"8,593",0,"6,012","323,625",69.96%,335,"$3,052,119","$23,660",$514,W 176TH ST AMSTERDAM AVE W 177TH ST AUDUBON AVE,MANHATTAN,12,13,31,72,10,10/1/1990,,,YES,
