hud_amp,tds,cons_tds,development_edp,operating_edp,hud,dev_name,program,method,type,section_8_transition_units,current_units,total_number_units,number_rental_rooms,avg._no._r/r_per_unit,population_-_section_8_transition,population_-_public_housing,total_population,families_on_fixed_income,%_families_on_fixed_income,residential_buildings,non-residential_buildings,stairhalls,stories,total_area_-_sq._ft.,acres,net_dev._area_-_sq._ft.,(excluding_park)_acres,bldg._coverage_-_sq._ft.,cubage_-_cu._ft.,bldg/land_coverage_-__%,density_(population/acre),development_cost,cost_per_rental_room_(as_built),avg._monthly_gross_rent,location,borough,community_district,us_congressional_district,new_york_state_senate_district,new_york_state_assembly_district,new_york_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management
NY005000870,087,087,232,232,NY005030,GRANT,FEDERAL,CONVENTIONAL,NEW CONST,,"1,935","1,940","9,116.5",4.71,0,"4,250","4,250",742,38.55%,9,1,9,13-21,"655,681",15.05,"655,681",15.05,"101,477","16,701,596",15.48%,282,"$28,783,425","$3,150",$562,W 125TH ST MORNINGSIDE AVE W 123RD ST BROADWAY,MANHATTAN,9,13,30,69,07,10/31/1957,,,,
NY005010220,262,022,377,377,NY005168,HARBORVIEW TERRACE,FEDERAL,TURNKEY,NEW CONST,,377,377,"1,493.5",3.96,0,625,625,243,65.85%,2,0,2,14-15,"120,497",2.77,"120,497",2.77,"22,666","3,139,759",18.81%,226,"$16,721,224","$10,911",$512,W 54TH ST W 56TH ST TENTH AVE ELEVENTH AVE,MANHATTAN,4,10,"27, 31",67,06,06/30/1977,,PARTIALLY (1 BUILDING),,
NY005010030,003,003,201,201,NY005042,HARLEM RIVER,FEDERAL,CONVENTIONAL,NEW CONST,,559,577,"2,179.5",3.90,0,"1,043","1,043",187,33.69%,7,0,47,4-5,"322,075",7.39,"313,137",7.19,"103,777","5,237,933",32.22%,141,"$4,147,782","$2,103",$538,MACOMBS PL HARLEM RIVER DR W 151ST ST W 153RD ST,MANHATTAN,10,13,30,71,09,10/01/1937,,,,
NY005010030,147,003,256,201,NY005051,HARLEM RIVER II,FEDERAL,CONVENTIONAL,NEW CONST,,114,116,507.0,4.45,0,281,281,37,32.46%,1,0,1,15,"28,815",0.66,"28,815",0.66,"7,281","981,227",25.27%,426,"$2,605,601","$5,059",$618,DOUGLASS BLVD W 152ND ST MACOMBS PL W 151ST ST,MANHATTAN,10,13,30,71,09,10/31/1965,,,,
NY005011000,184,100,286,237,NY005085,HERNANDEZ,FEDERAL,CONVENTIONAL,NEW CONST,,148,149,597.0,4.03,0,248,248,78,52.70%,1,0,1,17,"44,689",1.03,"44,689",1.03,"13,167","1,293,680",29.46%,241,"$3,731,491","$6,077",$522,ALLEN ST STANTON ST ELDRIDGE ST E HOUSTON ST,MANHATTAN,3,7,26,65,01,08/31/1971,,,,
NY005011390,159,139,277,253,NY005069,HOLMES TOWERS,FEDERAL,CONVENTIONAL,NEW CONST,,537,537,"2,074.5",3.86,0,930,930,265,49.63%,2,0,2,25,"122,341",2.81,"122,341",2.81,"19,872","3,893,920",16.24%,331,"$10,435,545","$4,952",$526,FIRST AVE ISAACS HOUSES FDR DRIVE E 92ND ST,MANHATTAN,8,12,28,68,05,04/30/1969,,,,
NY005011390,139,139,253,253,NY005057,ISAACS,FEDERAL,CONVENTIONAL,NEW CONST,,635,636,"2,641.5",4.16,0,"1,216","1,216",298,47.08%,3,1,3,24,"152,173",3.49,"152,173",3.49,"32,645","4,857,894",21.45%,348,"$13,251,410","$5,009",$541,E 93RD ST FIRST AVE FDR DRIVE,MANHATTAN,8,12,29,68,05,07/31/1965,,,,
NY005010640,064,064,219,219,NY005016,JEFFERSON,FEDERAL,CONVENTIONAL,NEW CONST,,"1,484","1,493","6,934.0",4.67,0,"3,143","3,143",591,40.81%,18,1,34,7-13-14,"757,179",17.38,"757,179",17.38,"149,778","13,032,612",19.78%,181,"$26,894,981","$3,854",$568,E 112TH ST THIRD AVE E 115TH ST FIRST AVE,MANHATTAN,11,13,30,68,08,08/28/1959,,,,
NY005000170,017,017,516,516,NY005213H,JOHNSON,FEDERAL,CONVENTIONAL,NEW CONST,,"1,292","1,310","6,103.0",4.72,0,"3,025","3,025",521,40.51%,10,0,17,14,"517,632",11.88,"456,630",10.48,"97,804","10,582,024",18.89%,255,"$14,348,000","$2,337",$574,E 112TH ST E 115TH ST THIRD AVE PARK AVE,MANHATTAN,11,13,30,68,08,12/27/1948,1977/07/01-ATP 1,,,
NY005010300,030,030,518,518,NY005213J,KING TOWERS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,375","1,379","6,335.5",4.61,0,"2,954","2,954",538,39.65%,10,0,10,13-14,"599,120",13.75,"555,560",12.75,"98,822","11,745,000",16.49%,215,"$19,859,000","$3,135",$515,W 112TH ST LENOX AVE W 115TH ST FIFTH AVE,MANHATTAN,10,13,30,68,09,11/01/1954,1977/07/01-ATP 1,,,
NY005010760,076,076,221,221,NY005021,LA GUARDIA,FEDERAL,CONVENTIONAL,NEW CONST,,"1,092","1,094","5,102.0",4.67,0,"2,397","2,397",487,44.97%,9,1,9,16,"469,672",10.78,"415,455",9.54,"63,621","8,909,852",13.55%,222,"$17,157,591","$3,356",$598,RUTGERS ST MADISON ST MONTGOMERY ST CHERRY ST,MANHATTAN,3,7,26,65,01,08/08/1957,,,,
NY005010760,152,076,262,221,NY005061,LA GUARDIA ADDITION,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,149,150,491.5,3.30,0,192,192,138,93.24%,1,0,1,16,"26,052",0.60,"26,052",0.60,"5,618","914,382",21.56%,320,"$2,876,132","$5,645",$309,CHERRY ST MADISON ST RUTGERS ST MONTGOMERY ST,MANHATTAN,3,7,26,65,01,08/31/1965,,EXCLUSIVELY,,
NY005001010,101,101,238,238,NY005033,LEHMAN VILLAGE,FEDERAL,CONVENTIONAL,NEW CONST,,617,622,"2,893.5",4.69,0,"1,427","1,427",242,39.35%,4,1,4,20,"177,426",4.07,"177,426",4.07,"28,904","5,367,611",16.29%,351,"$11,549,370","$3,959",$577,MADISON AVE PARK AVE E 106TH ST E 110TH ST,MANHATTAN,11,13,30,68,08,11/30/1963,,,,
NY005010620,050,062,374,217,NY005183C,LEXINGTON,FEDERAL,CONVENTIONAL,NEW CONST,,447,448,"1,896.5",4.24,0,826,826,208,46.95%,4,0,4,14,"151,467",3.48,"151,467",3.48,"35,222","3,879,000",23.25%,237,"$4,780,152","$2,515",$566,E 98TH ST THIRD AVE E 99TH ST PARK AVE,MANHATTAN,11,13,30,68,05,03/16/1951,1972/06/29-FED TRAN,,,
NY005000200,020,020,513,513,NY005213E,LINCOLN,FEDERAL,CONVENTIONAL,NEW CONST,,"1,280","1,286","6,102.0",4.77,0,"2,858","2,858",469,37.16%,14,0,20,6-14,"551,740",12.67,"508,561",11.67,"106,738","10,743,035",19.35%,226,"$14,324,000","$2,358",$542,E 132ND ST E 135TH ST FIFTH AVE PARK AVE,MANHATTAN,11,13,30,70,09,12/29/1948,1977/07/01-ATP 1,,,
NY005011000,326,100,784,784,NY005259,LOWER EAST SIDE I INFILL,FEDERAL,TURNKEY,NEW CONST,,189,189,777.5,4.11,0,353,353,106,56.99%,5,0,15,4-9,"86,078",1.98,"86,078",1.98,"37,227","1,657,278",43.25%,178,"$14,369,576","$18,482",$587,DELANCEY ST RIVINGTON ST FORSYTHE ST ELDRIDGE ST,MANHATTAN,3,7,26,65,01,06/01/1988,,PARTIALLY (1 BUILDING),YES,
NY005012920,337,337,783,555,NY005262,LOWER EAST SIDE II,FEDERAL,TURNKEY,NEW CONST,,188,188,848.0,4.51,0,425,425,81,43.32%,4,1,31,3,"167,568",3.85,"167,568",3.85,"59,808","1,622,292",35.69%,110,"$14,709,271","$17,346",$536,E 4TH & 5TH STS E 6TH ST AVENUES B & C AVENUE D,MANHATTAN,3,12,26,74,02,11/01/1988,,,YES,
NY005013590,364,359,548,840,NY005215,LOWER EAST SIDE III,FEDERAL,TURNKEY,NEW CONST,,56,56,280.0,5.00,0,162,162,11,19.64%,2,1,2,4,"42,733",0.98,"42,733",0.98,"22,801","596,573",53.36%,165,"$7,324,340","$26,158",$687,E 9TH ST AVENUE D E 8TH ST AVENUE C,MANHATTAN,3,12,27,74,02,04/30/1997,,,YES,YES
NY005012920,292,337,555,555,NY005233,LOWER EAST SIDE REHAB (GROUP 5),FEDERAL,TURNKEY,REHAB,,54,55,226.0,4.19,0,115,115,17,32.08%,2,0,2,6,"17,872",0.41,"17,872",0.41,"10,275","490,400",57.49%,280,"$4,322,735","$18,795",$625,AVENUE C E 6TH ST E 7TH ST,MANHATTAN,3,12,27,74,02,12/01/1986,,,YES,
NY005020810,081,081,429,429,NY005378,MANHATTANVILLE,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,204,"1,271","1,272","6,000.5",4.72,549,"2,344","2,893",506,40.45%,6,0,6,20,"538,367",12.36,"538,367",12.36,"83,754","11,967,873",15.56%,234,"$25,774,000","$4,306",$548,W 133RD ST BROADWAY AMSTERDAM AVE W 129TH ST,MANHATTAN,9,13,"30, 31",70,07,06/30/1961,,,,
NY005010030,344,003,754,754,NY005265,MARSHALL PLAZA,FEDERAL,TURNKEY,NEW CONST (ELD),,168,180,588.0,3.50,0,203,203,153,91.07%,1,0,1,13,"20,083",0.46,"20,083",0.46,"10,354","1,181,481",51.56%,441,"$12,233,985","$19,419",$309,BROADWAY W 158TH ST AMSTERDAM AVE W 157TH ST,MANHATTAN,12,13,31,71,07,06/30/1986,,EXCLUSIVELY,YES,
NY005011000,183,100,286,237,NY005085,MELTZER TOWER,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,228,231,684.0,3.00,0,247,247,203,91.03%,1,0,1,20,"50,180",1.15,"50,180",1.15,"6,910","1,316,253",13.77%,215,"$5,622,697","$7,487",$286,E 1ST ST FIRST AVE E 2ND ST AVENUE A,MANHATTAN,3,12,26,65,02,08/31/1971,,EXCLUSIVELY,,
NY005010090,181,112,284,284,NY005092,METRO NORTH PLAZA,FEDERAL,CONVENTIONAL,NEW CONST,,269,275,"1,292.5",4.80,0,606,606,120,45.45%,3,0,3,7-8-11,"99,827",2.29,"99,827",2.29,"34,752","2,668,090",34.81%,265,"$6,733,865","$5,105",$547,E 101ST ST FIRST AVE E 102ND ST SECOND AVE,MANHATTAN,11,13,29,68,08,08/31/1971,,,,
NY005012410,277,241,504,346,NY005200,MORRIS PARK SENIOR CITIZENS HOME,FEDERAL,CONVENTIONAL,REHAB (ELD),,97,97,296.5,3.06,0,109,109,82,84.54%,1,0,1,9,"10,000",0.23,"10,000",0.23,"6,491","561,310",64.91%,474,"$1,989,852","$6,337",$335,E 124TH ST MADISON AVE FIFTH AVE,MANHATTAN,11,13,30,68,09,04/30/1977,,EXCLUSIVELY,YES,
NY005001490,149,149,260,260,NY005062,POLO GROUNDS TOWERS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,611","1,614","7,670.5",4.76,0,"3,889","3,889",625,39.26%,4,4,8,30,"659,780",15.15,"659,780",15.15,"83,689","14,904,498",12.68%,257,"$32,292,784","$4,190",$525,DOUGLASS BLVD W 155TH ST HARLEM RIVER DR,MANHATTAN,10,13,30,71,09,06/30/1968,,,,
NY005000370,037,037,317,317,NY005114E,RANGEL,FEDERAL,CONVENTIONAL,NEW CONST,,982,984,"4,516.0",4.60,0,"2,088","2,088",357,36.88%,8,0,9,14,"475,672",10.92,"475,672",10.92,"71,671","7,911,809",15.07%,191,"$10,613,000","$2,373",$567,HARLEM RIVER DR POLO GROUNDS TOWERS HARLEM RIVER DRIVEWAY,MANHATTAN,10,13,30,71,09,10/08/1951,1968/08/29-FED TRAN,,,
NY005013170,515,359,"255 - BLDGS 2-4, 299 - BLDG 1",255,"NY005076A - BLDG 3-4, NY005076B - BLDGS 2, NY005076C - BLDG 1",REHAB PROGRAM (DOUGLASS REHABS),FEDERAL,CONVENTIONAL,REHAB,,112,112,413.0,3.69,0,173,173,44,39.64%,4,0,9,3-6-7,"24,462",0.56,"24,462",0.56,"16,326","1,247,684",66.74%,309,,,$546,W 104TH ST BROADWAY W 101ST ST WEST END AVE,MANHATTAN,7,10,31,69,06,01/31/1964,,,,YES
NY005013170,516,359,"295 - BLDG 1, 293 - BLDGS 2,3 292 - BLDG 4",295,"NY005076G - BLDG 1, NY005076I - BLDGS 2,3,  NY005076J - BLDG 3",REHAB PROGRAM (TAFT REHABS),FEDERAL,CONVENTIONAL,REHAB,,156,156,602.0,3.86,0,278,278,47,30.13%,4,0,4,7,"27,171",0.62,"27,171",0.62,"22,914","1,809,773",84.33%,448,,,$540,SAINT NICHOLAS AVE W 119TH ST LENOX AVE W 112TH ST,MANHATTAN,10,13,30,70,09,01/31/1964,,,,YES
NY005011270,517,155,298,259,NY005076D,REHAB PROGRAM (WISE REHAB),FEDERAL,CONVENTIONAL,REHAB,,40,40,159.0,3.98,0,67,67,13,33.33%,1,0,1,5,"10,071",0.23,"10,071",0.23,"7,367","472,901",73.15%,291,,,$648,COLUMBUS AVE W 94TH ST CENTRAL PARK WEST W 93RD ST,MANHATTAN,7,10,30,69,06,01/31/1964,,,,
NY005010180,018,018,210,210,NY005008,RIIS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,190","1,191","5,661.0",4.76,0,"2,679","2,679",472,39.83%,13,0,18,6-13-14,"510,926",11.73,"510,926",11.73,"103,446","9,657,260",20.25%,228,"$13,510,289","$2,411",$615,FDR DR AVENUE D E 8TH ST E 13TH ST,MANHATTAN,3,7,27,74,02,01/17/1949,,,,
NY005010180,019,018,372,210,NY005181D,RIIS II,FEDERAL,CONVENTIONAL,NEW CONST,,577,578,"2,720.5",4.71,0,"1,267","1,267",244,42.36%,6,0,8,6-13-14,"258,562",5.94,"258,562",5.94,"43,916","4,497,120",16.98%,213,"$6,339,520","$2,344",$596,FDR DR AVENUE D EAST 6TH ST EAST 8TH ST,MANHATTAN,3,7,27,74,02,01/31/1949,1972/06/29-FED TRAN,,,
NY005011390,218,139,329,253,NY005151,ROBBINS PLAZA,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,150,150,470.0,3.13,0,163,163,136,91.89%,1,0,1,20,"12,553",0.29,"12,553",0.29,"6,773","974,866",53.96%,562,"$4,855,905","$9,568",$350,E 70TH ST FIRST AVE E 71ST ST SECOND AVE,MANHATTAN,8,12,28,76,05,02/28/1975,,EXCLUSIVELY,,
NY005012410,241,241,346,346,NY005173,ROBINSON,FEDERAL,TURNKEY,NEW CONST,,188,189,834.0,4.44,0,415,415,75,40.11%,1,0,2,8,"64,945",1.49,"64,945",1.49,"22,776","1,802,766",35.07%,279,"$5,990,000","$7,068",$572,E 128TH ST E 129TH ST LEXINGTON AVE PARK AVE,MANHATTAN,11,13,30,68,09,05/31/1973,,,,
NY005020990,099,099,439,439,NY005382,RUTGERS,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,102,720,721,"3,355.0",4.66,244,"1,317","1,561",364,50.98%,5,0,5,20,"227,341",5.22,"227,341",5.22,"39,355","5,936,573",17.31%,299,"$14,090,000","$4,277",$549,CHERRY ST PIKE ST MADISON ST RUTGERS ST,MANHATTAN,3,7,26,65,01,03/31/1965,,,,
NY005000380,038,038,211,211,NY005010,SAINT NICHOLAS,FEDERAL,CONVENTIONAL,NEW CONST,,"1,520","1,526","7,086.0",4.66,0,"3,340","3,340",568,38.10%,13,0,14,14,"680,670",15.63,"625,559",14.36,"105,458","13,112,212",15.49%,214,"$20,560,063","$2,891",$544,W 127TH ST DOUGLASS BLVD POWELL BLVD W 131ST ST,MANHATTAN,10,13,30,70,09,09/30/1954,,,,
NY005023770,377,377,650,650,NY005375,SAMUEL (CITY),MIXED FINANCE/LLC1,CONVENTIONAL,REHAB,105,660,664,"2,806.0",4.25,240,"1,122","1,362",195,30.14%,40,2,40,5-6-7,"201,872",4.63,"201,872",4.63,"116,528","7,142,241",57.72%,294,$0,,$668,LENOX AVE W 139TH ST W 147TH ST AC POWELL BLVD,MANHATTAN,10,13,30,"70, 71",09,08/31/1994,,,YES,
NY005011000,192,100,312,312,NY005100,SEWARD PARK EXTENSION,FEDERAL,CONVENTIONAL,NEW CONST,,360,360,"1,591.0",4.42,0,764,764,146,40.90%,2,2,2,23,"90,637",2.08,"90,637",2.08,"23,922","3,370,430",26.39%,367,"$11,871,465","$7,394",$565,BROOME ST NORFOLK ST GRAND ST ESSEX ST,MANHATTAN,3,12,26,65,01,10/31/1973,,,,
NY005000270,027,027,531,531,NY005220B,SMITH,FEDERAL,CONVENTIONAL,NEW CONST,,"1,934","1,935","8,988.0",4.65,0,"4,056","4,056",948,49.40%,12,0,12,17,"947,493",21.75,"806,175",18.51,"126,462","15,937,490",13.35%,186,"$29,083,000","$3,270",$547,MADISON ST CATHERINE ST SOUTH ST SAINT JAMES PL,MANHATTAN,3,7,26,65,01,04/27/1953,1978/07/01-ATP 3,,,
NY005013590,559,359,841,840,NY005326,STANTON STREET,FEDERAL,TURNKEY,NEW CONST,,13,13,66.5,5.12,0,34,34,4,30.77%,1,0,1,6,"5,000",0.11,"5,000",0.11,"3,600",,72.00%,309,"$4,561,538","$68,595",$471,ATTORNEY ST STANTON ST RIDGE ST,MANHATTAN,3,12,26,65,01,12/01/2003,,,YES,YES
NY005011530,153,153,263,263,NY005063,STRAUS,FEDERAL,CONVENTIONAL,NEW CONST,,267,267,"1,162.5",4.35,0,542,542,140,52.63%,2,0,2,19-20,"46,018",1.06,"46,018",1.06,"12,476","2,133,126",27.11%,511,"$5,442,401","$4,674",$562,THIRD AVE E 28TH ST SECOND AVE E 27TH ST,MANHATTAN,6,12,28,74,02,01/31/1965,,,,
NY005010970,097,097,261,261,NY005064,TAFT,FEDERAL,CONVENTIONAL,NEW CONST,,"1,462","1,470","6,593.0",4.51,0,"2,997","2,997",582,40.36%,9,1,9,19,"537,645",12.34,"537,645",12.34,"105,527","13,161,342",19.63%,243,"$28,867,029","$4,367",$567,E 112TH ST E 115TH ST PARK AVE FIFTH AVE,MANHATTAN,11,13,30,68,"08, 09",12/31/1962,,,,
NY005011270,268,155,387,259,NY005192,THOMAS APARTMENTS,FEDERAL,TURNKEY,NEW CONST (ELD),,87,87,304.5,3.50,0,99,99,79,91.86%,1,0,1,11,"9,410",0.22,"9,410",0.22,"6,641","652,000",70.57%,450,"$11,188,636","$36,744",$398,W 90TH ST AMSTERDAM AVE W 91ST ST COLUMBUS AVE,MANHATTAN,7,10,30,69,06,08/31/1994,,EXCLUSIVELY,YES,
NY005010760,266,076,389,221,NY005194,TWO BRIDGES URA (SITE 7),FEDERAL,TURNKEY,NEW CONST,,250,250,"1,251.0",5.00,0,592,592,100,40.32%,1,0,1,26,"31,735",0.73,"31,735",0.73,"13,314","2,613,000",41.95%,811,"$10,508,730","$8,414",$634,CLINTON ST SOUTH ST CHERRY ST MONTGOMERY ST,MANHATTAN,3,7,26,65,01,04/30/1975,,,,
NY005012410,343,241,757,760,NY005254,UPACA (SITE 5),FEDERAL,TURNKEY,NEW CONST (ELD),,180,200,630.0,3.50,0,211,211,148,83.15%,1,0,1,11,"63,577",1.46,"63,577",1.46,"14,325","1,434,170",22.53%,145,"$13,369,245","$19,099",$341,E 121ST ST LEXINGTON AVE E 120TH ST PARK AVE,MANHATTAN,11,13,30,68,09,07/03/1986,,EXCLUSIVELY,YES,
NY005012410,355,241,760,760,NY005281,UPACA (SITE 6),FEDERAL,TURNKEY,NEW CONST (ELD),,150,150,525.0,3.50,0,183,183,129,87.16%,1,0,1,12,"45,362",1.04,"45,362",1.04,"10,330","1,041,895",22.77%,176,"$10,240,710","$19,506",$342,E 119TH ST PARK AVE E 122ND ST LEXINGTON AVE,MANHATTAN,11,13,30,68,09,11/30/1987,,EXCLUSIVELY,YES,
NY005010060,006,006,204,204,NY005003,VLADECK,FEDERAL,CONVENTIONAL,NEW CONST,,"1,523","1,531","6,235.5",4.09,0,"2,820","2,820",719,48.09%,20,0,46,6,"566,414",13.00,"519,124",11.92,"171,144","10,617,265",30.22%,217,"$7,994,564","$1,276",$532,HENRY ST WATER ST GOUVERNEUR ST JACKSON ST,MANHATTAN,3,7,26,65,02,11/25/1940,,,,
NY005010060,007,006,371,204,NY005181B,VLADECK II,FEDERAL,CONVENTIONAL,NEW CONST,,240,240,"1,080.0",4.50,0,526,526,93,39.57%,4,0,8,6,"96,933",2.23,"96,933",2.23,"28,827","1,766,160",29.74%,236,"$1,269,490","$1,175",$546,MADISON ST CHERRY ST JACKSON ST,MANHATTAN,3,7,26,65,02,10/25/1940,1972/06/29-FED TRAN,,,
NY005010740,074,074,224,224,NY005024,WAGNER,FEDERAL,CONVENTIONAL,NEW CONST,,"2,152","2,162","10,071.0",4.68,0,"4,681","4,681",888,41.57%,22,1,22,7-16,"1,172,233",26.91,"1,083,783",24.88,"150,639","16,837,094",12.85%,174,"$32,794,423","$3,238",$530,E 120TH ST SECOND AVE E 124TH ST FDR DRIVE,MANHATTAN,11,13,30,68,08,06/12/1958,,,,
NY005000230,023,023,511,511,NY005213C,WALD,FEDERAL,CONVENTIONAL,NEW CONST,,"1,858","1,861","8,755.0",4.71,0,"3,949","3,949",828,44.90%,16,2,16,11-14,"717,071",16.46,"694,013",15.93,"133,117","14,691,881",18.56%,240,"$22,094,000","$2,561",$538,FDR DRIVE AVENUE D E 6TH ST E HOUSTON ST,MANHATTAN,3,7,26,74,02,10/14/1949,1977/07/01-ATP 1,,,
NY005010620,062,062,217,217,NY005014,WASHINGTON,FEDERAL,CONVENTIONAL,NEW CONST,,"1,511","1,515","7,036.5",4.66,0,"3,334","3,334",606,40.73%,14,1,14,"2, 12-14","906,988",20.82,"822,228",18.88,"124,916","12,618,161",13.77%,160,"$23,677,092","$3,357",$578,E 104TH ST SECOND AVE E 97TH ST THIRD AVE,MANHATTAN,11,13,29,68,08,09/20/1957,,,,
NY005010090,124,112,572,539,NY005244E,WHITE,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,244,248,727.0,2.98,0,261,261,216,91.14%,1,0,1,20,"35,321",0.81,"35,321",0.81,"23,400","1,778,327",66.25%,322,"$4,305,000","$5,794",$303,E 104TH ST SECOND AVE,MANHATTAN,11,13,29,68,08,09/30/1964,1979/08/01-ATP 4,EXCLUSIVELY,,
NY005010090,112,112,539,539,NY005220J,WILSON,FEDERAL,CONVENTIONAL,NEW CONST,,394,398,"2,200.0",5.58,0,"1,190","1,190",124,31.96%,3,0,3,20,"133,188",3.06,"133,188",3.06,"22,499","3,961,200",16.89%,389,"$7,162,000","$3,219",$643,FDR DRIVE E 105TH ST FIRST AVE E 106TH ST,MANHATTAN,11,13,30,68,08,06/30/1961,1978/07/01-ATP 3,,,
NY005011270,178,155,279,259,NY005052K,WSUR (BROWNSTONES),FEDERAL,CONVENTIONAL,REHAB,,236,236,784.0,3.32,0,336,336,115,49.78%,36,0,36,3-4-6,"67,637",1.55,"67,637",1.55,"41,422","2,308,080",61.24%,217,"$4,190,975","$4,936",$521,W 89TH & 90TH STS 91ST & 93RD STS COLUMBUS AVE CENTRAL PARK WEST,MANHATTAN,7,10,30,69,06,06/30/1968,,,,
NY005011270,151,155,259,259,NY005056,WSUR (SITE A) 120 WEST 94TH STREET,FEDERAL,CONVENTIONAL,NEW CONST,,69,70,300.5,4.36,0,141,141,25,36.23%,1,0,1,9,"22,763",0.52,"22,763",0.52,"6,811","613,400",29.92%,271,,,$620,120 W 94TH ST AMSTERDAM AVE,MANHATTAN,7,10,30,69,06,09/30/1965,,,,
NY005011270,173,155,259,259,NY005056,WSUR (SITE B) 74 WEST 92ND STREET,FEDERAL,CONVENTIONAL,NEW CONST,,167,168,731.5,4.38,0,317,317,71,43.29%,1,0,1,22,"25,176",0.58,"25,176",0.58,"13,176","1,575,535",52.34%,547,"$7,228,361","$4,167",$579,74 W 92ND ST COLUMBUS AVE,MANHATTAN,7,10,30,69,06,09/30/1965,,,,
NY005011270,174,155,259,259,NY005056,WSUR (SITE C) 589 AMSTERDAM AVENUE,FEDERAL,CONVENTIONAL,NEW CONST,,156,158,683.0,4.38,0,336,336,68,43.87%,1,0,1,18,"25,131",0.58,"25,131",0.58,"7,891","1,363,220",31.40%,579,,,$542,589 AMSTERDAM AVE W 88TH ST W 89TH ST,MANHATTAN,7,10,29,69,06,09/30/1965,,,,
NY005000260,026,026,517,517,NY005213I,ASTORIA,FEDERAL,CONVENTIONAL,NEW CONST,,"1,101","1,104","5,592.5",5.08,0,"2,877","2,877",376,34.40%,22,1,22,6-7,"1,406,832",32.30,"1,151,484",26.43,"173,434","10,826,559",12.33%,89,"$14,122,000","$2,519",$593,27TH AVE 8TH ST HALLET’S COVE EAST RIVER,QUEENS,1,12,12,37,22,11/09/1951,1977/07/01-ATP 1,,,
NY005010910,091,091,240,240,NY005038,BAISLEY PARK,FEDERAL,CONVENTIONAL,NEW CONST,,381,386,"1,779.5",4.67,0,924,924,142,37.47%,5,1,5,8,"325,713",7.48,"325,713",7.48,"54,504","3,529,560",16.73%,124,"$5,856,304","$3,246",$555,LIRR FOCH BLVD 116TH AVE GUY BREWER BLVD,QUEENS,12,5,"10, 14",32,28,04/30/1961,,,,
NY005001650,165,165,282,282,NY005086,BEACH 41ST STREET-BEACH CHANNEL DRIVE,FEDERAL,CONVENTIONAL,NEW CONST,,709,712,"3,092.5",4.36,0,"1,556","1,556",231,33.43%,4,1,6,13,"580,000",13.31,"580,000",13.31,"66,756","6,385,727",11.51%,117,"$24,811,000","$7,988",$483,B 38TH ST B 41ST ST NORTON AVE B CHANNEL DR,QUEENS,14,5,10,31,31,11/30/1973,,,,
NY005011860,054,186,519,519,NY005213K,BLAND,FEDERAL,CONVENTIONAL,NEW CONST,,398,400,"1,846.0",4.64,0,837,837,169,42.57%,5,0,5,10,"269,800",6.19,"245,785",5.64,"43,237","3,668,503",16.03%,135,"$5,925,000","$3,205",$593,ROOSEVELT AVE PRINCE ST COLLEGE POINT BLVD LIRR,QUEENS,7,6,11,40,20,05/08/1952,1977/07/01-ATP 1,,,
NY005010750,164,075,270,226,NY005073,CARLETON MANOR,FEDERAL,CONVENTIONAL,NEW CONST,,169,174,728.5,4.31,0,332,332,55,33.95%,1,0,1,11,"145,011",3.33,"145,011",3.33,"14,051","1,386,194",9.69%,100,"$3,373,126","$4,498",$519,ROCKAWAY FRWY BEACH CHANNEL DR,QUEENS,14,5,10,31,31,03/31/1967,,,,
NY005010910,232,091,347,240,NY005137,CONLON LIHFE TOWER,FEDERAL,TURNKEY,NEW CONST (ELD),,213,216,697.5,3.27,0,237,237,188,89.10%,1,0,1,13,"51,873",1.19,"51,873",1.19,"11,294","1,325,412",21.77%,199,"$5,835,896","$7,973",$330,170TH ST 172ND ST JAMAICA AVE 93RD AVE,QUEENS,12,5,14,29,27,03/31/1973,,EXCLUSIVELY,,
NY005010750,075,075,226,226,NY005027,HAMMEL,FEDERAL,CONVENTIONAL,NEW CONST,,704,712,"3,268.0",4.64,0,"1,703","1,703",222,32.17%,14,0,14,7,"616,678",14.16,"572,678",13.15,"107,706","5,991,153",17.47%,120,"$9,618,901","$2,909",$477,B 86TH ST HAMMELS BLVD B 81ST ST ROCKAWAY BCH BLVD,QUEENS,14,5,10,31,31,04/20/1955,,,,
NY005010910,316,091,296,296,NY005241,INTERNATIONAL TOWER,FEDERAL,TURNKEY,NEW CONST (ELD),,146,159,520.0,3.56,0,175,175,125,86.21%,1,0,1,10,"42,500",0.98,"42,500",0.98,"12,689","1,126,314",29.86%,179,"$10,992,764","$19,269",$375,170TH ST 90TH AVE 169TH ST JAMAICA AVE,QUEENS,12,5,14,29,27,05/31/1983,,EXCLUSIVELY,YES,
